house_bill|regionName|time_label
263110370981|ECHO|DAY
263136849376|ECHO|DAY
263154758969|ECHO|DAY
263170006074|ECHO|DAY
263171073525|ECHO|DAY
263172530972|DELTA|DAY
263172760642|ECHO|DAY
263175372957|ALFA|DAY
263180458867|ECHO|DAY
263181096907|ALFA|DAY
263181096989|ALFA|DAY
263181455299|ALFA|DAY
263203073579|ECHO|DAY
263206333070|ECHO|DAY
263211734908|ECHO|DAY
263215817151|ECHO|DAY
263217034817|ECHO|DAY
263236527339|ALFA|DAY
263236527375|ECHO|DAY
263236527408|ALFA|DAY
263236527417|DELTA|DAY
263237291080|ALFA|DAY
263242947600|ECHO|DAY
263244643335|ECHO|DAY
263246794769|ECHO|DAY
263246794796|ECHO|DAY
263252905652|ALFA|DAY
263255190026|ALFA|DAY
263262468821|ECHO|DAY
263263547133|ALFA|DAY
263263547197|ALFA|DAY
263271329376|ECHO|DAY
263294824484|ECHO|DAY
263297145567|ALFA|DAY
263299430530|ALFA|DAY
263299622607|ALFA|DAY
263305869759|ECHO|DAY
263312109388|DELTA|DAY
263316460647|ECHO|DAY
263316460674|ECHO|DAY
263316460683|ECHO|DAY
263327695341|ECHO|DAY
263331442177|ECHO|DAY
263335409029|ECHO|DAY
263340743081|ECHO|DAY
263345645372|ECHO|DAY
263350268648|ECHO|DAY
263357598508|ALFA|DAY
263362597767|ALFA|DAY
263362597855|ALFA|DAY
263362597970|ALFA|DAY
263364230800|ECHO|DAY
263369067156|ECHO|DAY
263369822889|ECHO|DAY
263371826093|ALFA|DAY
263371826303|ALFA|DAY
263373990362|ECHO|DAY
263373990371|ECHO|DAY
263373990380|ECHO|DAY
263373990399|ECHO|DAY
263373990501|ECHO|DAY
263383220431|ECHO|DAY
263383811568|ECHO|DAY
263385892787|ECHO|DAY
263387282694|ECHO|DAY
263398282712|ECHO|DAY
263398282721|ECHO|DAY
263398822020|ALFA|DAY
263407648529|ECHO|DAY
263407648626|ECHO|DAY
263413780332|DELTA|DAY
263417336417|ECHO|DAY
263422229797|ECHO|DAY
263427572285|ECHO|DAY
263433375908|ECHO|DAY
263440929474|ECHO|DAY
263443709904|ALFA|DAY
263446436577|ECHO|DAY
263447007227|ALFA|DAY
263459171566|ECHO|DAY
263470511613|ALFA|DAY
263471003907|CHARLIE|DAY
263471421331|ALFA|DAY
263471508821|ECHO|DAY
263471508849|ECHO|DAY
263477529510|ECHO|DAY
263480020448|ALFA|DAY
263480045030|ALFA|DAY
263482181408|ECHO|DAY
263485652358|ECHO|DAY
263488641629|ECHO|DAY
263495652972|ALFA|DAY
263509124244|ECHO|DAY
263513144547|ECHO|DAY
263513444070|ECHO|DAY
263514759974|ECHO|DAY
263518286642|ALFA|DAY
263524371096|ECHO|DAY
263525428445|ECHO|DAY
263525465672|ECHO|DAY
263529466914|ECHO|DAY
263530428336|ECHO|DAY
263530428345|ECHO|DAY
263533901273|ECHO|DAY
263533901282|ECHO|DAY
263541320863|ECHO|DAY
263541361364|ECHO|DAY
263541754601|ALFA|DAY
263541772185|ALFA|DAY
263549540059|ALFA|DAY
263550821811|ECHO|DAY
263550822190|ECHO|DAY
263558082982|ALFA|DAY
263558741229|ECHO|DAY
263562986934|ECHO|DAY
263568703879|ALFA|DAY
263573679366|ECHO|DAY
263584019407|ALFA|DAY
263584028168|ECHO|DAY
263584648128|ALFA|DAY
263590999119|ECHO|DAY
263607538887|ECHO|DAY
263612251038|ECHO|DAY
263614102664|ECHO|DAY
263615531610|ECHO|DAY
263616080765|ALFA|DAY
263627326806|ALFA|DAY
263628128081|ALFA|DAY
263630229828|ECHO|DAY
263634148502|DELTA|DAY
263638772082|ECHO|DAY
263638772091|ECHO|DAY
263646425287|ALFA|DAY
263650215399|ALFA|DAY
263655238738|ECHO|DAY
263657539360|ECHO|DAY
263657604988|ALFA|DAY
263657605037|ALFA|DAY
263657872695|ECHO|DAY
263674407767|ECHO|DAY
263675927973|DELTA|DAY
263683145078|ECHO|DAY
263685809803|ALFA|DAY
263687073808|ECHO|DAY
263695770180|ALFA|DAY
263696227858|ALFA|DAY
263698963607|ALFA|DAY
263703347515|ALFA|DAY
263703347524|ALFA|DAY
263703347533|ALFA|DAY
263703347542|ALFA|DAY
263719278422|ECHO|DAY
263719567822|ECHO|DAY
263721672206|ALFA|DAY
263723573668|ECHO|DAY
263732339354|DELTA|DAY
263734059584|ECHO|DAY
263737896114|ALFA|DAY
263737955102|ALFA|DAY
263753221460|ECHO|DAY
263763839076|ALFA|DAY
263765092189|ECHO|DAY
263771262856|ALFA|DAY
263779794238|ECHO|DAY
263779794495|ECHO|DAY
263779950204|ALFA|DAY
263779950540|ALFA|DAY
263779950798|ALFA|DAY
263779950804|ALFA|DAY
263779951697|ALFA|DAY
263788709935|ECHO|DAY
263789741779|ECHO|DAY
263794562377|ECHO|DAY
263798164996|ECHO|DAY
263804328490|ALFA|DAY
263811111348|ALFA|DAY
263821465264|DELTA|DAY
263821605011|ECHO|DAY
263821605020|ECHO|DAY
263821918990|ALFA|DAY
263831190467|ECHO|DAY
263831944589|ECHO|DAY
263845257033|ECHO|DAY
263850846890|ALFA|DAY
263855387451|ALFA|DAY
263859797755|ECHO|DAY
263860689783|ECHO|DAY
263860691886|ECHO|DAY
263870654373|ECHO|DAY
263873139320|ALFA|DAY
263873380709|ECHO|DAY
263874483040|ECHO|DAY
263874485940|ECHO|DAY
263875614301|ALFA|DAY
263876248640|ALFA|DAY
263880153780|ALFA|DAY
263884854671|ALFA|DAY
263885485113|ECHO|DAY
263891278118|ECHO|DAY
263891278145|ECHO|DAY
263891278154|ECHO|DAY
263891278163|ECHO|DAY
263891278181|ECHO|DAY
263891299611|ECHO|DAY
263893320813|ALFA|DAY
263893531440|ALFA|DAY
263899260759|ECHO|DAY
263899721659|ECHO|DAY
263916416671|ALFA|DAY
263917005495|ALFA|DAY
263919862095|ECHO|DAY
263921305776|ECHO|DAY
263922826816|ECHO|DAY
263925252652|ECHO|DAY
263926714844|ECHO|DAY
263928738685|ECHO|DAY
263934475719|ALFA|DAY
263937399812|ALFA|DAY
263940331390|ALFA|DAY
263943430104|ECHO|DAY
263945687617|ECHO|DAY
263945693408|ECHO|DAY
263945696095|ECHO|DAY
263945696614|ECHO|DAY
263946005079|ECHO|DAY
263946116305|ECHO|DAY
263946198569|ALFA|DAY
263949771504|ECHO|DAY
263954706975|ECHO|DAY
263957455700|ECHO|DAY
263958319798|ECHO|DAY
263960873919|ALFA|DAY
263963081411|ALFA|DAY
263965553710|ECHO|DAY
263965555225|ECHO|DAY
263966315903|ECHO|DAY
263966399336|ECHO|DAY
263966415066|ECHO|DAY
263967110626|ALFA|DAY
263971550021|ECHO|DAY
263975353142|ECHO|DAY
263975431660|ECHO|DAY
263975431697|ECHO|DAY
263975503617|ECHO|DAY
263975679010|ALFA|DAY
263978133741|ALFA|DAY
263979323923|ALFA|DAY
263979324026|ALFA|DAY
263980392285|ECHO|DAY
263986098534|ECHO|DAY
263986485503|ECHO|DAY
263987488531|ECHO|DAY
263992244045|ECHO|DAY
264227565076|ECHO|DAY
264254884661|ECHO|DAY
264346124828|ALFA|DAY
264463497043|DELTA|DAY
264481781737|ECHO|DAY
264494551837|ECHO|DAY
264516336335|ALFA|DAY
264536435120|ECHO|DAY
264730873915|ALFA|DAY
264819924610|ALFA|DAY
264823384358|ALFA|DAY
264852861173|ALFA|DAY
264863653826|ECHO|DAY
264980800036|ECHO|DAY
265000295642|ALFA|DAY
265001442196|ECHO|DAY
265002021130|ALFA|DAY
265024005335|ALFA|DAY
265027231514|ALFA|DAY
265038537603|ALFA|DAY
265040128439|ALFA|DAY
265042233162|ALFA|DAY
265042240895|ALFA|DAY
265050646413|ALFA|DAY
265050721452|ALFA|DAY
265051609319|ECHO|DAY
265051609328|ECHO|DAY
265053567107|ECHO|DAY
265054415469|ECHO|DAY
265054909782|ALFA|DAY
265054909791|ALFA|DAY
265054909807|ALFA|DAY
265054909816|ALFA|DAY
265055309287|ECHO|DAY
265057341596|ALFA|DAY
265060679844|ECHO|DAY
265098681153|ECHO|DAY
265117080906|ALFA|DAY
265117086842|ALFA|DAY
265117086976|ALFA|DAY
265124812911|ALFA|DAY
265125630941|ECHO|DAY
265133534551|ECHO|DAY
265146408824|ECHO|DAY
265177329238|ALFA|DAY
265181824084|ALFA|DAY
265187325711|ALFA|DAY
265195138461|ECHO|DAY
265195138470|ECHO|DAY
265195138586|ECHO|DAY
265195550054|ALFA|DAY
265195558615|ALFA|DAY
265205942238|ALFA|DAY
265210267595|ALFA|DAY
265215614069|ECHO|DAY
265224528216|ECHO|DAY
265227815888|ECHO|DAY
265229216020|ALFA|DAY
265237129202|ALFA|DAY
265239074745|ALFA|DAY
265239859375|ECHO|DAY
265249639771|ECHO|DAY
265250029833|ECHO|DAY
265251805381|ALFA|DAY
265251805441|ALFA|DAY
265251805548|ALFA|DAY
265255731346|ECHO|DAY
265255927641|ALFA|DAY
265262746819|ECHO|DAY
265264577853|ALFA|DAY
265285445722|ECHO|DAY
265294111798|ECHO|DAY
265295855739|ALFA|DAY
265301092364|ALFA|DAY
265318652931|ALFA|DAY
265321045783|ECHO|DAY
265327622156|ECHO|DAY
265340114998|CHARLIE|DAY
265347820846|ECHO|DAY
265347820855|ECHO|DAY
265347820864|ECHO|DAY
265347820873|ECHO|DAY
265347820882|ECHO|DAY
265347820891|ECHO|DAY
265347839294|ECHO|DAY
265347839319|ECHO|DAY
265347839328|ECHO|DAY
265347839337|ECHO|DAY
265347839346|ECHO|DAY
265347839355|ECHO|DAY
265347839364|ECHO|DAY
265356345490|ECHO|DAY
265364460825|ALFA|DAY
265368485737|ECHO|DAY
265375737657|ECHO|DAY
265386338812|ALFA|DAY
265396027575|ECHO|DAY
265396027945|ECHO|DAY
265396028206|ECHO|DAY
265396043642|ALFA|DAY
265397447321|ECHO|DAY
265398189502|ALFA|DAY
265407927884|ECHO|DAY
265410410323|ECHO|DAY
265410410341|ECHO|DAY
265416500900|ALFA|DAY
265423382497|ALFA|DAY
265432237390|ALFA|DAY
265445690267|ECHO|DAY
265450641151|ECHO|DAY
265450641276|ECHO|DAY
265454661493|ECHO|DAY
265474136223|ECHO|DAY
265475614916|ECHO|DAY
265485128879|ALFA|DAY
265496006135|ALFA|DAY
265496023085|ALFA|DAY
265501861042|ALFA|DAY
265502439437|ALFA|DAY
265502459071|ECHO|DAY
265502459099|ECHO|DAY
265504241282|ALFA|DAY
265505063873|ECHO|DAY
265535669985|ECHO|DAY
265537860177|ALFA|DAY
265548968500|ECHO|DAY
265558748469|ALFA|DAY
265558985156|ALFA|DAY
265577059052|ALFA|DAY
265578479126|ECHO|DAY
265589881223|ECHO|DAY
265594619486|ALFA|DAY
265596004916|ALFA|DAY
265596888474|ECHO|DAY
265598026121|ECHO|DAY
265598035299|ECHO|DAY
265598042861|ECHO|DAY
265598044288|ECHO|DAY
265599280057|ECHO|DAY
265608218014|ALFA|DAY
265626013796|ECHO|DAY
265626035278|ALFA|DAY
265626047400|ECHO|DAY
265641698595|ECHO|DAY
265649832700|ECHO|DAY
265657247760|ECHO|DAY
265663891025|ECHO|DAY
265664926126|ALFA|DAY
265685617076|ALFA|DAY
265688468515|ECHO|DAY
265688650022|ECHO|DAY
265688650031|ECHO|DAY
265713328856|ALFA|DAY
265729753237|ALFA|DAY
265734229515|ECHO|DAY
265734235389|ECHO|DAY
265738641604|ECHO|DAY
265743844010|ECHO|DAY
265782207407|ALFA|DAY
265799509957|ECHO|DAY
265801091011|ALFA|DAY
265805894548|DELTA|DAY
265812762280|ECHO|DAY
265814158315|ECHO|DAY
265815563589|ECHO|DAY
265834611168|ECHO|DAY
265845715963|ALFA|DAY
265849248647|ALFA|DAY
265858243934|ECHO|DAY
265869250654|ECHO|DAY
265879426728|ECHO|DAY
265880430824|ECHO|DAY
265889272437|ALFA|DAY
265889299151|ALFA|DAY
265889742891|ECHO|DAY
265905094675|ECHO|DAY
265909975157|CHARLIE|DAY
265912128006|ALFA|DAY
265915467633|ALFA|DAY
265926955672|ALFA|DAY
265932313410|ECHO|DAY
265932358175|ECHO|DAY
265945560073|ECHO|DAY
265950508945|ECHO|DAY
265952997038|ECHO|DAY
265953574693|ALFA|DAY
265964941711|ECHO|DAY
265974306824|ECHO|DAY
265989384220|ECHO|DAY
265996028234|ECHO|DAY
266105339825|ALFA|DAY
266154055073|ALFA|DAY
266177410710|ALFA|DAY
266376341933|ECHO|DAY
266445667350|ECHO|DAY
266458864240|ECHO|DAY
266459803416|ALFA|DAY
266490631900|ECHO|DAY
266552276363|ALFA|DAY
266567728092|ALFA|DAY
266584794103|ECHO|DAY
266595634616|ECHO|DAY
266595989648|ECHO|DAY
266687297795|ALFA|DAY
266714586152|ECHO|DAY
266714586161|ECHO|DAY
266714586170|ECHO|DAY
266714586189|ECHO|DAY
266714586198|ECHO|DAY
266714586204|ECHO|DAY
266734074761|ALFA|DAY
266755413533|ECHO|DAY
266762821043|ECHO|DAY
266762821308|ALFA|DAY
266795549682|ECHO|DAY
266826589382|ALFA|DAY
266854637364|ECHO|DAY
266954781681|ALFA|DAY
266980623636|ALFA|DAY
278049161175|ECHO|DAY
278088064472|ECHO|DAY
278096482346|ALFA|DAY
278190466796|ECHO|DAY
278191082427|ECHO|DAY
278218705532|ECHO|DAY
278225333602|ALFA|DAY
278234689478|ALFA|DAY
278234689681|ALFA|DAY
278236989086|ALFA|DAY
278376576474|ECHO|DAY
278414313116|ECHO|DAY
278440729483|ECHO|DAY
278482084164|ALFA|DAY
278529637297|ECHO|DAY
278529668473|ALFA|DAY
278532622740|ECHO|DAY
278538837046|ECHO|DAY
278610106581|ECHO|DAY
278791669771|ALFA|DAY
278819854468|ECHO|DAY
278870436825|ALFA|DAY
278901738262|ECHO|DAY
278970000790|ECHO|DAY
278990204995|ALFA|DAY
278990205008|ALFA|DAY
278995769125|ECHO|DAY
280000051935|ALFA|DAY
280001075945|ALFA|DAY
280001309416|ECHO|DAY
280001443686|ECHO|DAY
280001465616|ECHO|DAY
283025370425|ECHO|DAY
283042813413|ECHO|DAY
283215268996|ALFA|DAY
283229169098|ALFA|DAY
283248663543|ECHO|DAY
283275560897|ALFA|DAY
283294916597|ECHO|DAY
283294916790|ECHO|DAY
283296064212|ECHO|DAY
283304146499|ECHO|DAY
283315003038|ECHO|DAY
283367249387|ECHO|DAY
283495845374|ALFA|DAY
283540202357|ALFA|DAY
283557708656|ECHO|DAY
283558882992|ALFA|DAY
283595739328|ECHO|DAY
283616768652|ALFA|DAY
283628800105|ALFA|DAY
283632729709|ECHO|DAY
283651861017|ECHO|DAY
283701690793|ALFA|DAY
283723237771|ECHO|DAY
283736430937|ALFA|DAY
283746837246|ALFA|DAY
283746955879|ALFA|DAY
283757159696|ALFA|DAY
283757913714|ECHO|DAY
283772142117|ALFA|DAY
283779533803|ECHO|DAY
283779864170|ECHO|DAY
283796313931|ECHO|DAY
283820633833|ECHO|DAY
283873984601|ECHO|DAY
283889510734|ECHO|DAY
283914385589|ALFA|DAY
283923153748|ALFA|DAY
283923154230|ALFA|DAY
283923981464|ALFA|DAY
283924172003|ALFA|DAY
283929929482|ECHO|DAY
283947174140|ALFA|DAY
283953347936|ECHO|DAY
283979422479|ECHO|DAY
284045714615|ECHO|DAY
284072208889|ALFA|DAY
284088267177|ALFA|DAY
284093324046|ECHO|DAY
284098684271|ECHO|DAY
284126734204|ECHO|DAY
284131227566|ECHO|DAY
284136538474|ALFA|DAY
287000923443|ALFA|DAY
287002601597|DELTA|DAY
287019966743|ECHO|DAY
287039283914|ECHO|DAY
287046028472|ECHO|DAY
287046028481|ALFA|DAY
287061249854|ALFA|DAY
287074037408|ECHO|DAY
287085726691|ECHO|DAY
287108719816|ALFA|DAY
287113433989|ALFA|DAY
287144485163|ECHO|DAY
287144486785|ECHO|DAY
287144493572|ECHO|DAY
287164071313|ALFA|DAY
287172851893|ECHO|DAY
287173088613|ECHO|DAY
287178374641|ECHO|DAY
287178374669|ECHO|DAY
287202282790|ECHO|DAY
287213129208|ALFA|DAY
287215440350|ALFA|DAY
287215916774|ECHO|DAY
287218930457|ALFA|DAY
287222326663|ECHO|DAY
287222326681|ECHO|DAY
287248631140|ECHO|DAY
287298557044|ALFA|DAY
287308906359|ALFA|DAY
287322705870|ALFA|DAY
287329244978|ECHO|DAY
287337322716|ECHO|DAY
287346121870|ALFA|DAY
287353057478|CHARLIE|DAY
287373467297|ECHO|DAY
287378784067|ECHO|DAY
287379699582|ECHO|DAY
287383363540|ALFA|DAY
287427025310|ECHO|DAY
287439262469|ECHO|DAY
287446337484|ECHO|DAY
287518864657|ALFA|DAY
287543125086|ECHO|DAY
287543125095|ECHO|DAY
287543442193|ALFA|DAY
287554052813|ECHO|DAY
287554065237|ECHO|DAY
287554065449|ECHO|DAY
287559952480|ALFA|DAY
287567755784|DELTA|DAY
287569388126|ALFA|DAY
287571712373|ECHO|DAY
287606183791|ALFA|DAY
287621958259|ALFA|DAY
287625835729|ECHO|DAY
287628867580|ECHO|DAY
287637008010|ALFA|DAY
287640344913|ALFA|DAY
287649646783|ALFA|DAY
287686689149|ECHO|DAY
287692716198|ECHO|DAY
287694728061|ECHO|DAY
287702724527|ALFA|DAY
287706798462|ECHO|DAY
287709619667|ECHO|DAY
287709625828|ECHO|DAY
287709626840|ECHO|DAY
287709627032|ECHO|DAY
287709627111|ECHO|DAY
287709627120|ECHO|DAY
287709627457|ECHO|DAY
287709627509|ECHO|DAY
287709634076|ECHO|DAY
287709634094|ALFA|DAY
287709634261|ECHO|DAY
287709640432|ECHO|DAY
287709641003|ECHO|DAY
287709658343|ALFA|DAY
287709658352|ECHO|DAY
287709660912|ECHO|DAY
287709660958|ECHO|DAY
287709660967|ECHO|DAY
287709661335|ECHO|DAY
287709661344|ECHO|DAY
287709666867|ECHO|DAY
287709667599|ECHO|DAY
287726785318|ECHO|DAY
287734746368|ECHO|DAY
287735192013|ECHO|DAY
287737348528|ECHO|DAY
287739492024|ALFA|DAY
287739492185|ALFA|DAY
287740189512|ECHO|DAY
287745180778|ECHO|DAY
287745180787|ECHO|DAY
287745181119|ECHO|DAY
287745181437|ECHO|DAY
287745181446|ECHO|DAY
287745181455|ECHO|DAY
287745181728|ECHO|DAY
287745182617|ECHO|DAY
287745182635|ECHO|DAY
287745182644|ECHO|DAY
287747910405|ECHO|DAY
287751587156|ALFA|DAY
287753376773|ECHO|DAY
287753647648|ECHO|DAY
287774012946|ECHO|DAY
287774723786|ALFA|DAY
287774723801|ALFA|DAY
287774723810|ALFA|DAY
287774723829|ALFA|DAY
287774723838|ALFA|DAY
287774723935|ALFA|DAY
287783103868|ECHO|DAY
287784902173|ALFA|DAY
287785865451|ECHO|DAY
287785978236|ECHO|DAY
287789893203|ALFA|DAY
287813293765|ECHO|DAY
287834092008|ALFA|DAY
287836822142|ECHO|DAY
287857565569|ECHO|DAY
287857804084|ALFA|DAY
287896249425|ECHO|DAY
287901883244|ECHO|DAY
287901883526|ECHO|DAY
287901883544|ECHO|DAY
287906758919|ECHO|DAY
287912620559|ECHO|DAY
287920267744|ECHO|DAY
287931338145|ALFA|DAY
287933798603|ECHO|DAY
287937146899|ECHO|DAY
287951544381|ECHO|DAY
287955051909|ECHO|DAY
287971159235|ECHO|DAY
287971159262|ECHO|DAY
287971159314|ECHO|DAY
287999884710|ECHO|DAY
288118760230|ECHO|DAY
288266813566|ECHO|DAY
288367921516|ALFA|DAY
290009766747|ALFA|DAY
290009771960|ALFA|DAY
290029335041|ALFA|DAY
290029353523|ALFA|DAY
290037091831|ALFA|DAY
290049887662|ECHO|DAY
290057378682|ECHO|DAY
290057383249|ALFA|DAY
290057390847|ECHO|DAY
290077068625|ALFA|DAY
290077068828|ALFA|DAY
290077069287|ALFA|DAY
290077069375|ALFA|DAY
290077069408|ALFA|DAY
290077069471|ALFA|DAY
290077069480|ALFA|DAY
290077069596|ALFA|DAY
290095210767|ECHO|DAY
290097724851|ECHO|DAY
290112353100|ECHO|DAY
290183932611|ECHO|DAY
290186964180|ALFA|DAY
290242026893|ECHO|DAY
290258766084|ALFA|DAY
290269327506|ALFA|DAY
290320161386|ALFA|DAY
290327780081|ALFA|DAY
290333781372|DELTA|DAY
290366976512|ECHO|DAY
290374666720|ALFA|DAY
290387986329|ECHO|DAY
290397309620|ECHO|DAY
290397683049|ALFA|DAY
290413198145|ALFA|DAY
290416102141|ECHO|DAY
290416102257|ECHO|DAY
290436572801|ALFA|DAY
290454833353|ECHO|DAY
290455380640|ECHO|DAY
290456361975|ALFA|DAY
290474581948|ALFA|DAY
290482638338|ECHO|DAY
290483590943|ECHO|DAY
290488003769|ALFA|DAY
290489381052|ECHO|DAY
290489381113|ECHO|DAY
290492888414|ALFA|DAY
290494364480|ECHO|DAY
290494488544|ECHO|DAY
290494494714|ECHO|DAY
290501463818|ALFA|DAY
290503101478|ECHO|DAY
290517496600|ECHO|DAY
290517499419|ECHO|DAY
290520463733|ALFA|DAY
290520580868|ECHO|DAY
290520816302|ALFA|DAY
290536508302|ALFA|DAY
290538628709|ALFA|DAY
290543885390|ALFA|DAY
290551505285|ECHO|DAY
290551689458|ECHO|DAY
290557247643|ALFA|DAY
290560712060|ECHO|DAY
290562163875|ALFA|DAY
290564546058|ECHO|DAY
290564546067|ECHO|DAY
290571503320|ALFA|DAY
290572456110|ECHO|DAY
290574210077|ALFA|DAY
290582002424|ECHO|DAY
290589140608|ECHO|DAY
290600800685|ECHO|DAY
290602076975|ECHO|DAY
290626298018|ALFA|DAY
290637649104|ALFA|DAY
290642144715|ALFA|DAY
290645573989|ALFA|DAY
290645573998|ALFA|DAY
290645574000|ALFA|DAY
290686086648|ECHO|DAY
290687069336|ECHO|DAY
290712810620|ALFA|DAY
290712810726|ALFA|DAY
290724148060|ALFA|DAY
290736796568|ECHO|DAY
290750797769|ALFA|DAY
290750815693|ALFA|DAY
290751491203|ALFA|DAY
290751491212|ALFA|DAY
290769357829|ALFA|DAY
290786606104|ECHO|DAY
290786823928|ALFA|DAY
290790241755|ECHO|DAY
290790749955|ECHO|DAY
290793603316|ECHO|DAY
290803570752|ALFA|DAY
290810862681|ALFA|DAY
290812609588|ECHO|DAY
290830745064|ECHO|DAY
290834396159|ECHO|DAY
290835710301|ECHO|DAY
290843510294|ECHO|DAY
290843510858|ECHO|DAY
290843601911|ECHO|DAY
290853933737|ALFA|DAY
290869185293|ALFA|DAY
290869581286|ALFA|DAY
290881223376|ALFA|DAY
290888355095|ALFA|DAY
290898647944|CHARLIE|DAY
290906538387|ALFA|DAY
290915741244|ECHO|DAY
290916762531|ALFA|DAY
290929558572|ECHO|DAY
290933673273|ALFA|DAY
290944138480|ALFA|DAY
290964472925|ECHO|DAY
290967084901|ALFA|DAY
290971052869|ALFA|DAY
290980693923|ECHO|DAY
290983811902|ECHO|DAY
290988241520|ALFA|DAY
294003293540|ECHO|DAY
294019079500|ECHO|DAY
294025264924|ECHO|DAY
294025266341|ECHO|DAY
294044380324|ECHO|DAY
294050741120|ALFA|DAY
294067321427|ECHO|DAY
294080513095|ECHO|DAY
294090532900|ALFA|DAY
294117562268|ALFA|DAY
294122359591|ECHO|DAY
294134399495|ECHO|DAY
294137699001|ECHO|DAY
294143074873|ECHO|DAY
294148577823|ALFA|DAY
294164529017|ECHO|DAY
294164529026|ECHO|DAY
294164529035|ALFA|DAY
294164529053|ECHO|DAY
294164530355|ALFA|DAY
294164530382|ALFA|DAY
294164530391|ECHO|DAY
294164530406|ECHO|DAY
294164530415|ECHO|DAY
294164530424|ECHO|DAY
294164530433|ECHO|DAY
294164530442|ECHO|DAY
294164530451|ECHO|DAY
294164530460|ECHO|DAY
294164530479|ECHO|DAY
294164530488|ECHO|DAY
294181502927|ALFA|DAY
294192607554|ECHO|DAY
294193200171|ALFA|DAY
294198058593|ECHO|DAY
294218545135|ECHO|DAY
294220485297|ECHO|DAY
294222536161|ALFA|DAY
294239634631|ECHO|DAY
294243826856|ALFA|DAY
294263188921|ECHO|DAY
294264981946|ECHO|DAY
294290178368|ECHO|DAY
294298111621|ECHO|DAY
294306476253|ECHO|DAY
294315428433|ALFA|DAY
294331389548|ECHO|DAY
294343877132|ALFA|DAY
294344722199|ECHO|DAY
294350000761|ECHO|DAY
294359050923|ECHO|DAY
294377321584|ALFA|DAY
294378225880|ALFA|DAY
294378227834|ALFA|DAY
294381543734|ALFA|DAY
294381622752|ECHO|DAY
294393574298|ECHO|DAY
294429641305|ALFA|DAY
294435883546|ECHO|DAY
294441475873|ECHO|DAY
294441908409|ALFA|DAY
294442096780|ECHO|DAY
294452171524|ALFA|DAY
294454993505|ECHO|DAY
294456585492|ECHO|DAY
294462871450|ECHO|DAY
294474992740|ECHO|DAY
294476947960|ALFA|DAY
294506870687|ECHO|DAY
294516780903|ECHO|DAY
294518400937|ECHO|DAY
294520055924|ECHO|DAY
294521181773|ECHO|DAY
294521181825|ECHO|DAY
294525679558|ECHO|DAY
294525679558|ECHO|DAY
294533553671|ALFA|DAY
294537288566|ECHO|DAY
294541561221|ECHO|DAY
294544511824|ALFA|DAY
294573043800|ALFA|DAY
294574885331|ALFA|DAY
294587433075|ALFA|DAY
294593188443|ECHO|DAY
294599368507|ALFA|DAY
294601371127|ALFA|DAY
294606769679|ALFA|DAY
294617522336|ECHO|DAY
294626250095|ALFA|DAY
294634449298|ALFA|DAY
294635213477|ECHO|DAY
294635217836|ECHO|DAY
294639066888|ALFA|DAY
294639066903|ALFA|DAY
294645752537|ECHO|DAY
294648282583|ECHO|DAY
294648352886|ALFA|DAY
294655479090|ALFA|DAY
294661924857|ECHO|DAY
294682274600|ALFA|DAY
294687718094|ECHO|DAY
294691932327|ALFA|DAY
294699351640|ALFA|DAY
294700716661|ALFA|DAY
294703627953|ALFA|DAY
294727082666|ALFA|DAY
294727674646|ALFA|DAY
294728313628|ECHO|DAY
294734986897|ECHO|DAY
294749727918|ECHO|DAY
294755945105|ALFA|DAY
294755945114|ALFA|DAY
294762348021|ALFA|DAY
294763970288|ALFA|DAY
294767403339|ALFA|DAY
294777881398|ECHO|DAY
294786588988|ECHO|DAY
294789410098|ALFA|DAY
294812467025|ALFA|DAY
294816881362|ALFA|DAY
294834568900|ECHO|DAY
294836554023|ALFA|DAY
294843302420|ECHO|DAY
294851470395|ALFA|DAY
294851470400|ALFA|DAY
294873362616|ECHO|DAY
294876264821|ALFA|DAY
294877865597|ECHO|DAY
294880700697|ALFA|DAY
294883354628|DELTA|DAY
294895481032|ECHO|DAY
294903235926|ECHO|DAY
294920722576|ALFA|DAY
294925662123|ALFA|DAY
294929755658|CHARLIE|DAY
294934172628|ECHO|DAY
294939758505|ECHO|DAY
294958192528|ECHO|DAY
294959148734|ALFA|DAY
294959273102|ALFA|DAY
294966837218|ECHO|DAY
294969894009|ALFA|DAY
294971998796|ECHO|DAY
294973027543|ECHO|DAY
294988881177|ECHO|DAY
294990795230|ECHO|DAY
294990827597|ECHO|DAY
295375521994|CHARLIE|DAY
295722036608|ECHO|DAY
296000430566|ECHO|DAY
296001207984|ALFA|DAY
296002366732|ECHO|DAY
296006224815|ECHO|DAY
296006823593|ALFA|DAY
296015188745|ALFA|DAY
296021907589|ECHO|DAY
296033158144|ALFA|DAY
296033221668|ECHO|DAY
296042072448|ECHO|DAY
296042937203|ECHO|DAY
296051976075|ALFA|DAY
296059246230|ECHO|DAY
296064711916|ECHO|DAY
296065196483|ALFA|DAY
296075560281|ALFA|DAY
296086871838|CHARLIE|DAY
296088598469|ECHO|DAY
296095344375|ECHO|DAY
296100325058|DELTA|DAY
296100325067|DELTA|DAY
296100325076|DELTA|DAY
296101237685|ALFA|DAY
296105767569|ECHO|DAY
296109224329|ECHO|DAY
296109224601|ECHO|DAY
